17.6971454893,6.75598672413,-1.49775171536,-0.972798637801,-7.69462888214,-1.83120646328,-13.1171895276,-20.0002963638,-23.3462347819,-4.48136282485,8.06869738211,4.73636742558,-6.39394891645
17.4537176657,25.5110563192,0.56338666829,-24.3131723496,-11.5366389149,-40.3421059373,23.1587846335,-25.3643156268,-48.2116340095,-23.7376494562,21.3062345218,2.46856590534,-15.3013130729
17.3369025144,23.977398307,-3.27584640401,-26.9869504679,-14.8664753545,-48.3383625238,14.9391432414,-28.5410442269,-50.9055661949,-22.3008695145,16.1812002112,-7.14025434163,-15.3360377949
17.1536362811,27.794247672,4.69905738808,-13.6689347255,-0.282016511477,-24.9342291765,29.2510207502,-11.4531211209,-32.7286806544,-6.63584510922,15.8966879289,-4.49335482234,-7.79775444134
17.1552923255,31.2438170571,0.598676880201,-18.1166071433,13.0522885486,-31.2509958697,42.364049817,-4.1882350535,-30.2510965123,-7.00739267737,16.3316458936,-11.0842749759,-14.4570768969
17.1425318348,26.719997168,-1.18044245671,-18.4057348244,6.41984602985,-34.3430142328,36.4014197838,-2.58330899798,-33.5201624408,-16.9824389806,12.7513776761,2.29653029392,-11.3338232597
17.5211471821,16.417699922,-14.2160383769,-31.526535073,-10.3121424411,-48.9261021175,21.2588303221,-21.4281800463,-43.843607867,-22.5238947034,15.7207957503,2.85241570733,-14.6509890093
17.5325442289,26.5731116796,-7.18152478907,-23.1853210736,14.7162959136,-37.4205246058,44.8760576045,-6.02318572235,-29.1111075742,-7.56816632997,24.0554700673,3.45941422691,-14.1569489205
17.3326735542,24.5703883005,-8.8742888867,-23.7280772964,14.3383212727,-20.5902523368,39.4456291718,-1.77920995934,-17.0026642341,-1.67674945345,15.6830580641,-9.80066604807,-9.53859932155
17.4039110039,18.9753458465,-9.06224790568,-27.0853147698,1.7827544609,-33.3046101592,45.4766068623,3.66156122115,-30.2293066914,-17.7148019313,16.3517309581,10.612446027,-16.7519634068
16.8220729537,21.6340400991,-7.80662712969,-18.2621303344,8.50211760361,-44.6569320318,51.1826207139,3.30956051117,-31.731538343,-10.2316023349,6.08091517311,13.3863382025,-12.341216241
14.959728009,19.0313752176,-6.75574708788,-11.4168784903,18.5304235714,-19.3978886876,25.2020832955,9.04108616833,-12.6562027212,-31.4922908167,1.26773667794,6.22403233608,-4.05105716135
14.1131659255,17.837117956,-2.5135386942,-3.13300636858,22.1338027367,-11.0867323206,14.4589177346,8.24570245879,-4.54968590545,-19.7641741632,9.36315365851,9.91745011299,3.87261662042
14.3753603884,18.0075998369,-1.36460630023,-4.73213166121,13.9897967958,-20.4825731445,13.0265315821,4.63863458454,-9.07255301814,-29.0294693936,-7.62680645196,0.535629474503,-11.5751520227
14.68417366,18.9684225744,-2.880350039,-8.37981985151,17.6772307449,-13.3272715875,23.5539227384,24.8305460933,2.05716398566,-23.9282761369,-1.32541855568,-12.0566330967,-15.5287165475
14.5510061374,24.5801496836,-0.183451608796,-9.67330699262,21.3119195495,-15.0011293442,9.81641745495,22.9469825679,2.67902889665,-32.5800408351,16.5548604723,-9.04271575397,-5.65142917099
14.29793779,16.625346595,-1.35405551903,-7.33722918146,1.12819953714,-19.9847622029,8.87922121917,6.17391591409,-5.67997943852,-15.5620117682,10.8439603331,7.65918969874,-15.2592689739
14.9157969153,16.075164519,3.39205312629,1.54083413172,13.4276867605,-26.8035544065,31.902551673,15.50759491,2.40845199863,-9.54837238084,-36.7665357093,8.21652459185,-20.8281109703
15.6233987833,17.3108775463,-4.1749089206,-8.13034462975,11.6542387165,-12.1345105217,35.0871071554,-4.76226034592,-19.7029541971,-10.4893994971,-15.1337292601,1.65404326008,-22.5708140876
16.8415155332,23.7350997413,-9.20333098303,-19.6614813624,19.8935120332,-13.2709266477,42.1513865631,5.69691227917,-13.9490154053,-16.8269682949,5.7250829773,-13.9830831406,-18.2415605731
17.1983066362,20.4131067212,-8.4151224156,-22.1137552369,7.64149349074,-19.8335180701,23.4456270753,-6.58895867236,-22.350116241,-26.1436491929,16.1105714698,-15.2196509358,-26.6940123254
17.5222115219,17.957934221,-13.7428298578,-15.3126769116,23.725964883,-31.3102951673,65.7129913265,9.73382441301,-15.1810061471,-20.6967334753,-25.2429103493,10.0016057114,-26.756230832
17.6168414309,16.5498837857,-19.4947525395,-18.3910633715,33.3254100517,-48.7687985774,50.6897996609,8.97982119429,-16.6766165243,-33.8317310694,-22.2340028271,-2.23926780161,-27.6085168214
16.412177909,18.9426967831,-12.1336788792,-11.0575596013,26.9973425207,-31.8743545607,23.6036733321,6.20289853131,1.36000166349,-7.53754345157,-5.51478444754,-1.99655204295,-7.0056441097
17.581182406,14.8938400849,-17.9692753533,-20.7042750077,31.4582633632,-42.0280925825,39.6655045666,22.6516657364,-8.96933868445,-49.9134339441,-7.56925065104,-13.0557210916,-30.0180475204
17.1054843316,16.0967627426,-15.3403981822,-13.9546276012,33.3276212211,-37.2651074508,52.4754584772,19.4390915112,-15.333493255,-38.1929747834,-17.593984295,-6.8329600138,-27.5664822527
16.6424299623,11.5078071127,-9.40943411986,-5.98863020801,24.8107233869,-28.3694068712,44.1480369883,35.1700565335,2.27762804968,-27.1956810603,7.27555468847,5.87336972571,-23.926697363
16.7247449966,11.1687482002,-12.6328224258,-7.92704250164,19.3162480158,-30.4816074489,25.7288688586,18.9158628611,1.71913188368,-28.6664912701,-0.66704528386,-10.2555483309,-25.82613258
16.0721590589,14.296429645,-8.47436269733,-5.27165972674,31.8340655046,-39.5979477706,52.9976142899,37.2568421543,-7.28800238151,-27.9300210664,-16.8206941396,-12.9686184173,-27.9754183486
14.8170770644,14.1116370742,-3.46101819743,0.629932386287,14.8870902922,-25.9705648394,23.8774319844,19.7211879239,1.50641585859,-10.6090837825,-7.94061177142,-0.333443338025,-9.98503767981
14.4905847948,14.1679599291,1.93499103334,0.378926060525,-2.04670715927,-31.5996268395,19.0006693216,18.8498585824,-4.71168239374,-11.7918613321,-3.38016154851,2.50453983402,-19.439266828
14.5900964078,14.0560913058,-8.52316382671,-3.74135338864,27.0576014783,-10.4002112709,30.5026142138,10.6176279419,-1.50505267777,-12.5158837741,-21.6686990402,-7.05132784811,-19.3333650887
